sentID;text;gold_elin;gold_lena;gold_oscar;gold_agg
349697;0tockholm on November 0orgny $ anielsson /gunilla bodin titti färenkel sou 0000:000 0 content ¶word `` layout of the opinion 0 compilation of the investigation's assessments and proposals ) n introduction 0.0 the investigation's mission ...... ................................................. 00 0.0 Riksdag statements regarding parental education ............. 00 0.0 child care group .............................. .......................... 00 0.0 the expansion of parent education ................... ............ 00 0.0 mapping of parental education and parental support ........ 00 0.0 need for preventive activities ................. ................ 00 0.0 inquiry's view of parental competence ....................... $00 efinition of the concept of support in parenthood 0.0 motive for the inquiry's proposal ..................................... .... 00 ! general starting points 0.0 what is a family ....................................... .......................... 00 0.0 the family in a changing society ................. ................. 00 0.0 parenting in today's society ........................... ............. 00 0.0 society's and parents' responsibility for parenting support ........................... ......................................... 00 0.0 the need for support in parenthood .. ..................................... 00 0.0.0 the child's needs ....... ................................................... ........... 00 0.0.0 parents' needs ................................. ........................... 00 0.0.0 society's needs ................. ............................................. 00 0.0 the Convention on the Rights of the Child .. ................................................... ......... 00 0.0 the investigation's comments ..................................... .......... 00 ! the answer for support in parenthood 0 0.0 introduction .................................... ........................................ 00 0.0 municipalities' responsibility ..... ................................................... .00 0.0 collaboration for support in parenthood .................................. 00 0.0 the county council's work with parental support ... ........................... 00 0.0 need for collaboration between county council and municipality ........ 00 0.0 government authorities .. ................................................... ..... 00 0.0.0 National Board of Social Services ......................................... .......................... 00 0.0.0 public health institute ................... ........................................... 00 0.0.0 school board ... ................................................... ..................... 00 0.0 voluntary organizations and study associations ........................ .00 ! Reindeer for support in parenthood 0.0 maternal and child health care .................................. ........... 00 0.0.0 introduction ................................ ........................................ 000 0.0.0 maternal health care ..... ................................................... .... 000 0.0.0 child health care ......................................... ..................... 000 0.0.0 reasons for the investigation's assessment ..................... ............ 000 0.0 preschool, school and school child care ............................. 000 0.0 .0 introduction .............................................. ........................... 000 0.0.0 motive for the investigation's assessment ............... .................... 000 0.0.0 motive for the investigation's proposal ........................ ............... 000 0.0 the open preschool .............................. ......................... 000 0.0.0 current conditions ................... ............................... 000 0.0.0 motive for the investigation's assessment ........... ...................... 000 0.0 other organizers and resource persons in municipalities, county councils .................. ................................................... ...... 000 0.0.0 field assistants/field workers ..................................... ......... 000 0.0.0 the police and crime prevention work .................... 000 0.0.0 family counseling ....... ................................................ 000 0.0 .0 child psychiatric services ( pbu/bup ) ........................ 000 0.0 residential area .............. .................................................000 0.0.0 property owner .............................................. .................. 000 0.0.0 tenant associations ........................... ............................. 000 0.0 church communities ................. .......................................... 000 0.0 other organizers ... ................................................... ......... 000 0.0.0 associations and study associations .................................. ....... 000 0.0.0 the sports movement ....................................... ........................... 000 0.0 media as an arena for parental support ................ ................ 000 0.0.0 motive for the investigation's assessment .......................... ....... 000 0.0.0 various media ..................................... ............................... 000 0.;NA;NA;NA;NA
318318;how the material becomes psychology which becomes the division of labor the father's position as a parent in the family is determined to a large extent by which notions of femininity and masculinity the woman and the woman and the man relate to.;IDEAL;IDEAL;IDEAL;IDEAL
131316;for single mothers, the proportion of households with a low economic standard is significantly higher than for single fathers, and this pattern is also maintained over time.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
60840;in 00 of the cases custody is changed so that one parent – ​​usually the mother – gets sole custody and the father gets access rights.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
71127;it is of course reasonable if the mother does not believe that the alleged father is precisely the father of the child.;IDEAL;DESCRIPTIVE;DESCRIPTIVE;IDEAL
310463;if the child's parents subsequently married, the child automatically acquired the father's surname, if he was under the age of 00.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
333065;as long as it is not scientifically clear that a child's social and emotional development is objectively as guaranteed in a family with two mothers or two fathers with a mutual sexual relationship as in a heterosexual family, the basic prerequisite for joint parenting is missing must be able to be established in a registered partnership, namely the consideration of the best interests of the child (bet.;IDEAL;IDEAL;NA;IDEAL
360584;the paternity presumption is based on the idea that in the vast majority of cases it indicates the genetic father as the child's legal father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
331160;length of social assistance period among single parents 0000 and 0000, as well as proportion of benefit recipients who receive benefits throughout the year year average benefit recipient length throughout the year 0000 mothers 0.0 months 0% fathers 0.0 months 0% 0000 mothers 0.0 months 00% fathers 0 ,0 months 0% source: scb 0000: 00, the National Board of Health and Welfare 0000: table 0.;NA;DESCRIPTIVE;NA;NA
277586;the mother has not participated in the interaction between father and son and has therefore been deprived of custody, which has instead been awarded to the father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
90720;an example: if a child lives with a mother with a very high income and the father has a low income, the father only has to pay a very low maintenance allowance.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
306961;in the larger group there is disappointment that the other parent (usually the father) does not want to get more involved with the child.;DESCRIPTIVE;IDEAL;DESCRIPTIVE;DESCRIPTIVE
321304;stay-at-home biological mothers, biological fathers, social parents, grandparents, trained daycare staff, childminders, private nannies or au pairs?;NA;DESCRIPTIVE;NA;NA
291250;in the former case the child gets a mother and a father, and in the latter case two fathers.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
101601;raised ceiling more parental leave fathers another essential reform that would stimulate more fathers to take more parental leave and thus get more time with the children is an increase in the ceiling in the parental insurance's father and mother months.;IDEAL;IDEAL;IDEAL;IDEAL
289536;married/cohabiting and single fathers, especially those with small children, but also those with older children have reduced their working hours 0000–0000, while mothers have increased their.00 overall, the differences between the sexes have decreased in this respect.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
337092;"one of the first problems we encountered was that we ask about the adults living in the household, but these are not always their father and mother; Step-parents (father's/mother's common-law partner) are also common.";NA;NA;NA;NA
222474;abused women often find it difficult to leave the perpetrator, because they risk the children getting hurt and are also used as a weapon in the continued contact with the perpetrator, namely the father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
30732;when considering the committee's proposal for a partnership law, the committee underlined that as long as it is not scientifically clear that a child's social and emotional development is objectively just as guaranteed in a family with two mothers or two fathers with a mutual sexual relationship as in a heterosexual family, the basic prerequisite for joint parenting to be established in a registered partnership is missing, namely consideration of the best interests of the child (bet.;IDEAL;IDEAL;NA;IDEAL
89906;as justification, the committee has stated that the current order provides reassuring guarantees that it is indeed the biological father and not someone else who is determined to be the father of a child.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
317719;based on this, it becomes important to discuss within the framework of parental insurance 000 parental insurance's goal fulfillment and results sou 0000:00 parents' responsibility, how mothers take their responsibility, and how fathers do it, as well as the state's role in relation to this parental responsibility.;NA;IDEAL;DESCRIPTIVE;NA
226315;children are usually kidnapped by their fathers, and desperate mothers turn to ud for help.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
330879;regarding the children, siv found, regardless of the legal force that the adoption might have in Sweden, that this, against the background of the father's case, appeared to have been carried out only with the aim of circumventing the current legislation and providing the father and children with the opportunity to settle in Sweden.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
333873;it is assumed that the above will in practice mean that the family legal relations that according to Dutch law will exist between an adopted child and its mothers, respectively fathers, as a rule will not have validity abroad.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
61708;today, no medical examinations are normally carried out as to whether the person who claims to be the father of the child is really the biological father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
222378;there is no father in a lesbian relationship, but it will be stated that a child has two mothers, which makes a relationship with the father impossible.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
199828;we have to do something for the child's legal security, and of course also for the other parent's, the father's, opportunities.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
29628;usually it is the father who loses contact with the child, who nevertheless needs his father as a male role model.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
304460;the average age of parents with children registered with them is 00 years for the mothers and 00 years for the fathers.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
61662;in isf's report double days - fathers' way into parental allowance, it is concluded that fathers' withdrawals during the child's first year of life have increased and that fathers who previously chose not to take out parental allowance have now started to take out days.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
300079;such a situation is when something happens in close connection with the child's birth that prevents the father from confirming paternity.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
156288;this applies if there is no father who is entitled to temporary parental allowance, if the mother is deceased or if the father waives his right to temporary parental allowance according to the fourth paragraph.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
295053;for 00 percent of the children no days at all had been taken by the father, the equivalent for mothers was three percent.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
275902;the report must be submitted by the child's father and the provision does not apply if the father has died before the report is made (see prop 0000/0000:000 p. 00).;NA;DESCRIPTIVE;DESCRIPTIVE;NA
293136;in addition, it is required that the father lives with the child's mother.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
109953;nor does it in any way solve the big problem of parents (usually fathers) who don't care at all to see the child, or of mothers who are said to engage in relationship sabotage.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
346726;the sample for Figure 0 is very large, about 000,000 respondents (to which fathers and mothers are added).;NA;NA;NA;NA
61202;despite the work to create equal opportunities for both parents, the mother's unique right to, in cases where the parents are not married, alone decide whether the father of the joint child should also be the guardian remains.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
342235;stockholm in march 0000 bettina kashefi ministerial council content 0 introduction ......................................... ............................. 0 0.0 background .................. ................................................... ............... 00 0.0 parental allowance and date of birth .............................. ................. 00 0.0 the appendix in brief ............................ ........................................... 00 0 withdrawal of parental leave in Sweden ................................ 00 0.0 distribution of withdrawal between parents ........... ........................ 00 0.0 the withdrawal sequence between parents ..................... ...................... 00 0.0 lost income during parental leave ...................... ............ 00 appendix ................................... ................................................... ...... 00 0 employer's behavior ........................................ ...... 00 0.0 costs and income during parental leave ........................... 00 0.0 experience ....... ................................................... ............................... 00 0.0.0 näsman ( 0000 ) ........... ................................................... .00 0.0.0 employer's actions towards men and women ....................................... .................................... 00 0.0.0 employer filling above the ceiling .... ...................... 00 0.0.0 choice of work ..................... ............................................. 00 0.0.0 possibilities to get internal training .............................. 00 0.0.0 the chance to get a job as unemployed ....... ........................ 00 0.0.0 the chance to be called for an interview ................. ..................... 00 0.0 summary .......................... ........................................... 00 0 content appendix 00 to lu 0000 appendix ............................................. ........................................... 00 0 the parental allowance international ................................... 00 0.0 relationship between employment rate and parental insurance ......... ................................................... ......... 00 0.0 higher employment rate but strong labor market segregation ................................. ................... 00 0.0 the relationship between the wage gap and parental insurance ............... 00 0.0 conclusions ...... ................................................... .......................... 00 0 parental allowance and salary differences ................... ............ 00 0.0 wage gap and wage profiles ................................ ....................... 00 0.0.0 the pay gap between women and men .................. .......... 00 0.0.0 women's and men's salary profiles ................................ .... 00 0.0 the family wage gap ........................................... ........................... 00 0.0 the importance of parental leave for salary development ............. 00 0.0.0 data description ................................................... ........... 00 0.0.0 analysis of the meaning of absence ............................... .... 00 0.0 summary .......................................... ............................ 00 0 to influence the family's distribution of parental allowance .... 00 0.0 theoretical considerations ...... ................................................... .00 0.0 data description .............................................. ......................... 00 0.0 descriptive statistics ..................... ............................................. 00 0.0 results from regression analyses ............................................ 00 0.0.0 what explains that the father takes leave .............................. 00 0.0.0 what explains how long the father takes ..... ........... 000 0.0 summary and conclusions ................................. ........... 000 0 summary and discussion ................................. 000 0.0 summary of the appendix .............................................. ...... 000 0 appendix 00 to lu 0000 content 0.0 discussion of a differently designed parental insurance ............................. ...................................... 000 0.0.0 stakes on the family side ..... .......................................... 000 0.0.0 efforts on the employer side . ....................................... 000 0.0 rounding ........ ................................................... ................... 000 references ............................ .......................................... 000 attachments to ..... ........................... the long-term investigation 0000 000 0 0 introduction women have lower salaries than men!;NA;NA;NA;NA
337474;mothers have, in terms of the aspects studied here, more restrictive working conditions than fathers.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
290903;it should also be required that in the child's country of residence there is no one other than the genetic father and his possible partner who is to be considered the child's legal parent.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
286992;if a child is thus born and the mother or father entitled to succession, with the government's consent, marries the child's other parent at the king's residence, that child should be able to take his place in the order of succession.;NA;NA;DESCRIPTIVE;NA
345071;total outside 0000 outside 0000–0000 n percent n percent n percent parents' highest education less than primary school 00 000 00 00 000 00 00 000 00 primary school 00 000 0 0 000 00 0 000 00 upper secondary school 000 000 00 00 000 00 00 000 00 post-secondary education 000 000 00 00 000 00 0 000 00 mother's labor income * quartile 0 000 000 00 00 000 00 00 000 00 quartile 0 000 000 00 00 000 00 0 000 00 quartile 0 000 000 00 00 000 00 0 000 00 quartile 0 000 000 00 00 000 00 0 000 00 father's earned income * quartile 0 000 000 00 00 000 00 00 000 00 quartile 0 000 000 00 00 000 00 0 000 00 quartile 0 000 000 00 00 000 00 0 0 00 00 quartile 0 000 000 00 00 000 00 0 000 0 Swedish-born parents 000 000 00 00 000 00 00 000 00 foreign-born parent 000 000 00 00 000 00 00 000 00 of which: foreign-born parent with 00 000 0 0 000 0 0 000 0 is included in households that received social benefits 0000 000 000 00 00 000 00 0 000 00 * incomes are divided into quartiles.;NA;NA;DESCRIPTIVE;NA
348209;00 coercion against the father the parents who pay maintenance for children are 00% men, while the same proportion of the parents who receive maintenance are women.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
348079;the father could in some cases swear that he was not the father of the woman's child and thus go free. however, this was unusual.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
55624;that children need both their parents has the deeper meaning that they need access to, appreciation of, and the opportunity to develop all their inner parts, the parts that originate in the father as well as the mother, and they need this without it being burdened, devalued or denied.;IDEAL;IDEAL;IDEAL;IDEAL
316426;the district court further stated that nothing had come to light to suggest that what the father had committed against the mother's daughter would make him less suitable as a live-in parent to the son.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
306979;"perceived responsibility is mainly expressed by mothers in the larger group and means that they believe the father lives an irresponsible or disorganized life which makes them less suitable as guardians; it could be a father who often changes partners and residences or someone who is bad at managing his own household and his own finances.";DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
317564;the father according to the mother fathers take out 0 months 00 00 0 00 00 0 0 months 00 00 00 0–0 months 00 00 00 0–0 months 00 0 00 0–00 months 0 0 0 00–00 months 0 0 0 > 00 months 0 0 0 don't know/doubtful/doesn't matter 0 0 00 source: parental insurance investigation survey.;NA;DESCRIPTIVE;NA;NA
343488;whether the child lives with the mother or the father seems to play a certain role in the distance to the other parent.;NA;DESCRIPTIVE;NA;NA
318086;this should, taken together, be sufficient to provide reassuring guarantees that it is indeed the biological father and not someone else who is established as the father of the child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
336249;table: graduates 0000 and the father's level of education, percent education share of students share of students share of students whose father has whose father has whose father has post-pre-high school high school high school education education education (incl. research grant);NA;NA;NA;NA
224647;the reason is a mentally ill mother who made a forgery in which she claimed that the father relinquished custody.;NA;NA;DESCRIPTIVE;NA
346836;the fact that a leading Swedish daily newspaper spreads a notion of this kind, without being able to provide any other evidence for it than that two anonymous young women say that they have heard their fathers discussing sums of money on the phone, is an expression of the media's descriptive power in relation to immigrants .;NA;NA;DESCRIPTIVE;NA
92443;as justification, the committee has stated that the current order provides reassuring guarantees that it is indeed the biological father and not someone else who is determined to be the father of a child.;IDEAL;DESCRIPTIVE;DESCRIPTIVE;IDEAL
349219;however, the opposite problem also occurs: that the mother thinks that the father sees his children too little.;DESCRIPTIVE;IDEAL;DESCRIPTIVE;DESCRIPTIVE
209612;one of the arguments highlighted by the Civil Committee at last year's hearing, and which is still being defended, was that the current system provides reassuring guarantees that it is indeed the biological father and not someone else who is determined to be the father of a child.;IDEAL;DESCRIPTIVE;DESCRIPTIVE;IDEAL
322879;a newborn child is registered in the national register in a newborn child is registered in the parish where the mother is the parish where the mother is registered or, if the mother is registered or, if the mother is not registered, in the pre- is not registered, in the parish where the father or the child's collection where the father or the parent according to ch. 0;NA;DESCRIPTIVE;DESCRIPTIVE;NA
139004;in calculations in the existing data material, the entire burden of support is assumed to lie on the parent where the child is registered, which is often the mother, even if the child lives half the time with the father.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
337745;for children who live with a step-parent, the corresponding question is used for the father's or mother's cohabitant, depending on the household in which the child lives/is interviewed.;NA;DESCRIPTIVE;NA;NA
354746;children who do not live with both parents usually live with the mother, 00 percent aged 00–00 years, while 0 percent in this age group live with the father and 00 percent in reconstituted families.;DESCRIPTIVE;DESCRIPTIVE;NA;DESCRIPTIVE
362773;if the child dies, however, fathers seem to suffer from mental illness in the long term to a greater extent than mothers.;DESCRIPTIVE;NA;NA;NA
277521;in another notable case, the father was awarded custody, despite the fact that he had murdered his child's mother.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
125684;in a situation where the genetic link is important for paternity, such as when the child has been born through intercourse, an examination of the father's, the child's, and in some cases the mother's genetic makeup can provide an answer to the question of who is the legal father of the child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
317352;this can be interpreted as that it is both desirable that children have greater access to the father and that the child's total time at home with either parent does not decrease.;IDEAL;IDEAL;IDEAL;IDEAL
337592;other columns show the proportion of different categories that usually help with the homework (the base number for these categories consists of the fathers, mothers, etc.;DESCRIPTIVE;NA;DESCRIPTIVE;DESCRIPTIVE
142634;The Swedish Social Insurance Agency has pointed out in its statement that as a result of this legislation the father receives 00 days more than the child's mother from the parental insurance.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
95622;SCB's statistics according to the Central Statistics Office's statistics also show that single fathers have higher factor incomes (factor income = salary income plus income from business activities and capital) than single mothers - on average SEK 000,000 per year compared to SEK 00,000 for women.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
295242;the current distribution of parental allowance may also mean that the child has less access to their fathers than to their mothers.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
317046;000 social service investigations and the view of violent fathers and violent mothers as parents maria eriksson's thesis is based, among other things, on interviews with ten family law secretaries, i.e.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
62973;losing a parent as a child is hard enough and the fact that the father committed the murder makes matters even worse and there are also examples of children who themselves were forced to witness the murder, perhaps after a brutal beating.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
7369;0000/00: lu0) that the current order provides reassuring guarantees that it is indeed the biological father and not someone else who is determined to be the father of a child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
299766;the father's genetic mass can then be mapped through examinations of samples from his parents, siblings or other children.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
331502;I know my mother's family, but I don't know my father's family, because my father didn't have that self-esteem.;NA;IDEAL;NA;NA
346731;"this is the same for mothers' daughters as for mothers' sons; on the other hand, it is somewhat stronger for fathers' sons than for fathers' daughters.";NA;NA;NA;NA
20971;a total of 00 days with compensation corresponding to the parent's sickness benefit is reserved for each mother and father.;IDEAL;DESCRIPTIVE;NA;IDEAL
149824;§ 0 a child, who has been born out- a child, who has been born abroad and who has not acquired country and who has not acquired Swedish citizenship according to 0 Swedish citizenship according to § 0 or 0 but whose father then bar- or § 0 but whose father since the child's birth is a Swedish citizen, net's birth is a Swedish citizen, acquires Swedish citizenship acquires Swedish citizenship by the father notifying the wish- by the father notifying the wish- case for it before the child has completed case for it before the child has completed eighteen years.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
83799;partly the bonds between child and father are strengthened, partly the father's early participation means a significant relief for the mother in the first period after childbirth.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
299818;that there is a legal genetic examination that excludes that the legal father is the genetic father is not sufficient for standing.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
299682;a description of the legal regulations on motherhood, fatherhood and parenthood can be found in chapter 0 and of international instruments on children's right to parents in chapter 0.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
317505;an insured person other than the father can be entitled to temporary parental allowance for ten days when there is no biological parent or adoptive parent.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
149823;what is said in the first paragraph about the father also applies to the person who is a parent according to chapter 0.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
337362;( n=0 000 ) father : mother : 0-0 hours 00-00 hours 00- hours mother/stepmother per week per week per week not in the household all 0-0 hours 0.0 0.0 0.0 0.0 0.0 per week 00-00 hours 0.0 0.0 0.0 0.0 0.0 per week 00- hours 00.0 00.0 00.0 0.0 00.0 per week father/stepfather 0 .0 0.0 0.0 - 00.0 not in the household all 00.0 00.0 00.0 0.0 000.0 the development that began at the end of the 2000s, in that women to a greater extent began gainful employment, can also be seen in the last decade but then in the form of an increase in working hours.;NA;DESCRIPTIVE;NA;NA
337369;however, unemployment has increased during the 2000s for both fathers and mothers (scb 0000).;NA;NA;DESCRIPTIVE;NA
317559;when asked how they view fathers' parental leave, 00 percent agree that all fathers should take some parental leave.;IDEAL;IDEAL;IDEAL;IDEAL
313865;in the event that the district court had instead decided that the joint custody shall continue, but that the child shall live with his mother and have the right to visit the father in the presence of a contact person, this is an example of a changed condition for the exercise of parental responsibility.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
48809;"his parents do not have any higher education; the father was a steward at sea and the mother was a housewife.";NA;NA;DESCRIPTIVE;NA
290804;if the foreign determination only concerns the child's genetic father, legal parentage for the father's spouse or registered partner can be achieved through a so-called;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
57960;this means that in some cases children risk losing their father simply because this is the mother's will and fathers can lose the right to parental allowance and child support.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
301514;differences in student conditions between schools are taken into account by first estimating annual grade regressions where we control for the students' gender, dummy variables for month of birth, dummy variables for country of birth, indicators for whether the student's parents were born in the Nordics or outside the Nordics, the age of the mother and father at the time of the child's birth, the student's birth order, the number of siblings, indicator for whether the parents have separated before starting school, dummy variables for the mother's and father's highest level of education, the mother's and father's income at age 00–00, indicators for missing data on the mother or father, and school-fixed effects.;NA;NA;NA;NA
284329;if the surviving father does not pay or is unable to pay, the resident parent no longer receives full maintenance support as in today's regulations, but must instead apply for a place to live and possibly financial assistance.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
85764;even the parent who earns the most (usually the father) could withdraw parental allowance with a moderate loss of income.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
345865;children can be direct witnesses to the violence when the father/partner threatens or beats their mother, and these children therefore live in a very vulnerable situation.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
164205;the committee for the UN's Year of the Family report on the support distributed Swedish Confederation of Swedish Football Associations - 000,000 kroner for activities aimed at children and parents in families with developmental disabilities - 000,000 kroner for the second local TV & video Olympiad 0000 the association Sunday parents and the family law office in Malmö municipality - SEK 000,000 for a multicultural project to support visitation parents family counseling in Kristianstad - SEK 00,000 for efforts to meet children's needs when parents are in a cohabitation crisis international women's union - SEK 000,000 for efforts to facilitate the integration of Bosnian refugee families into the Swedish society housewives' association home and society - SEK 00,000 to develop voluntary efforts as substitute mothers and grandmothers the men's shelter in Stockholm - SEK 00,000 for evaluation of discussion groups rfsl - SEK 00,000 for a conference on the homosexual family the association of the fourth world - SEK 00,000 kroner for the conference indigenous forum -00 Swedish home and school association - kroner 000,000 to test new working methods in collaboration between home and school child health care, Gothenburg - kroner 00,000 for a survey of new fathers' attitudes to parental training and parental leave Gothenburg health care - kroner 000,000 for development work to support single pregnant women Jämtland-Härjedalen family therapy association - SEK 00,000 to spread knowledge about difficulties and opportunities in separated families/stepfamilies Swedish-Finnish Confederation - SEK 00,000 for preventive efforts among Swedish-Finnish families adoption center - SEK 000,000 for an exhibition about to live in a family with origins in several cultures the study association adult school - SEK 000,000 for efforts to support relatives of children with developmental disabilities norrköping municipality - SEK 000,000 for early treatment of families with infants with an emphasis on the father's role radio q - 000,000 for a series radio program about families in Sweden 0000 tbv Gothenburg - SEK 000,000 for a study material on cohabitation issues kvinnojuren vändpunkten - SEK 000,000 for a project on collaboration against family violence in smaller municipalities women's forum foundation - SEK 000,000 for a project to develop cooperation between parents and young people and increase mothers' or .;NA;NA;NA;NA
107311;fathers liable for maintenance despite the dark picture of cheating and bad payment morals, there are a large number of fathers who regularly and happily see their children.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
77092;father's blows to mother become clear memories for the children.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
134716;however, the purpose of the extended authority is to simplify the Swedish determination of the genetic father as the legal father and to confirm what already applies in the child's country of residence.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
89999;but the father who has murdered the mother has already punished the child more severely than anything else by depriving this child of its mother.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
337183;the percentage who meet the father at some point is, however, very large among the youngest (00 percent), but considerably less among the older ones (00 percent).;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
65931;the importance and role of fathers for their children is highlighted more and more and the child's right to both parents has shaped the legislation of recent years, for example the reform of the custody rules.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
291292;however, it does not matter if the donor is the legal parent according to the rules on motherhood, paternity or parentage, or according to the rules on adoption.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
328372;many of the children who were previously placed outside the home were children of absent fathers and single mothers who were unable to provide for their children.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
149118;previously child allowance within the adult study allowance could only be given to a student parent, normally the father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
347463;because the father stayed hidden and a's mother worked far from home, a lacked a guardian in his home country.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
86975;In this case, the parents could agree that a child is registered with the other parent, but the father in the example does not agree.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
206648;but it is not a question that just because a child's mother works at night, the father should not take the responsibility that being a parent entails.;IDEAL;IDEAL;IDEAL;IDEAL
92444;we also want to emphasize that the current order with a presumption of paternity when the mother is married should not always lead to the fact that it is really the biological father who is presumed to be the father of the child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
299620;the presumption of paternity is based on the idea that in the vast majority of cases it indicates the genetic father as the legal father of the child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
348220;the requirement that the mother cooperate in determining who is the father can be traced, as well as coercive measures against negligent fathers, to the 00's advance maintenance decisions.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
